TopK=30

=== Yearly TopK Weight Stats ===
Year       | Avg Sum(Weights)     | Avg Sum(Squared)    
1990       | 1995       | 813907              
1991       | 1986       | 431189              
1991       | 1987       | 516229              
1991       | 1988       | 541964              
1991       | 1989       | 483377              
1991       | 1990       | 560744              
1991       | 1991       | 705718              
1991       | 1992       | 816209              
1991       | 1993       | 887294              
1991       | 1994       | 918227              
1991       | 1995       | 940486              
1991       | 1996       | 1156661             
1992       | 1987       | 652512              
1992       | 1988       | 687219              
1992       | 1989       | 614534              
1992       | 1990       | 712637              
1992       | 1991       | 816209              
1992       | 1992       | 1131562             
1992       | 1993       | 1168691             
1992       | 1994       | 1206344             
1992       | 1995       | 1237194             
1992       | 1996       | 1524142             
1992       | 1997       | 1858370             
1993       | 1988       | 743028              
1993       | 1989       | 666777              
1993       | 1990       | 769455              
1993       | 1991       | 887294              
1993       | 1992       | 1168691             
1993       | 1993       | 1547526             
1993       | 1994       | 1471369             
1993       | 1995       | 1540142             
1993       | 1996       | 1892245             
1993       | 1997       | 2288162             
1993       | 1998       | 2703986             
1994       | 1989       | 691575              
1994       | 1990       | 798765              
1994       | 1991       | 918227              
1994       | 1992       | 1206344             
1994       | 1993       | 1471369             
1994       | 1994       | 1597082             
1994       | 1995       | 1569109             
1994       | 1996       | 1927096             
1994       | 1997       | 2342323             
1994       | 1998       | 2789365             
1994       | 1999       | 3454297             
1995       | 1990       | 813907              
1995       | 1991       | 940486              
1995       | 1992       | 1237194             
1995       | 1993       | 1540142             
1995       | 1994       | 1569109             
1995       | 1995       | 1825121             
1995       | 1996       | 2100608             
1995       | 1997       | 2520810             
1995       | 1998       | 2979660             
1995       | 1999       | 3664610             
1995       | 2000       | 5227974             
1996       | 1991       | 1156661             
1996       | 1992       | 1524142             
1996       | 1993       | 1892245             
1996       | 1994       | 1927096             
1996       | 1995       | 2100608             
1996       | 1996       | 2708054             
1996       | 1997       | 3121829             
1996       | 1998       | 3696711             
1996       | 1999       | 4551514             
1996       | 2000       | 6493210             
1996       | 2001       | 8909347             
1997       | 1992       | 1858370             
1997       | 1993       | 2288162             
1997       | 1994       | 2342323             
1997       | 1995       | 2520810             
1997       | 1996       | 3121829             
1997       | 1997       | 3974903             
1997       | 1998       | 4532186             
1997       | 1999       | 5620895             
1997       | 2000       | 8032746             
1997       | 2001       | 11152662            
1997       | 2002       | 17358874            
1998       | 1993       | 2703986             
1998       | 1994       | 2789365             
1998       | 1995       | 2979660             
1998       | 1996       | 3696711             
1998       | 1997       | 4532186             
1998       | 1998       | 5609563             
1998       | 1999       | 6750110             
1998       | 2000       | 9680947             
1998       | 2001       | 13539981            
1998       | 2002       | 21128700            
1998       | 2003       | 29620358            
1999       | 1994       | 3454297             
1999       | 1995       | 3664610             
1999       | 1996       | 4551514             
1999       | 1997       | 5620895             
1999       | 1998       | 6750110             
1999       | 1999       | 8756980             
1999       | 2000       | 12246119            
1999       | 2001       | 17265032            
1999       | 2002       | 27130653            
1999       | 2003       | 38221201            
1999       | 2004       | 44739878            
2000       | 1995       | 5227974             
2000       | 1996       | 6493210             
2000       | 1997       | 8032746             
2000       | 1998       | 9680947             
2000       | 1999       | 12246119            
2000       | 2000       | 18016861            
2000       | 2001       | 25107739            
2000       | 2002       | 39467440            
2000       | 2003       | 55571382            
2000       | 2004       | 65199720            
2000       | 2005       | 86957069            
2001       | 1996       | 8909347             
2001       | 1997       | 11152662            
2001       | 1998       | 13539981            
2001       | 1999       | 17265032            
2001       | 2000       | 25107739            
2001       | 2001       | 37312956            
2001       | 2002       | 58645088            
2001       | 2003       | 83001474            
2001       | 2004       | 98056049            
2001       | 2005       | 131343883           
2001       | 2006       | 165289686           
2002       | 1997       | 17358874            
2002       | 1998       | 21128700            
2002       | 1999       | 27130653            
2002       | 2000       | 39467440            
2002       | 2001       | 58645088            
2002       | 2002       | 96514111            
2002       | 2003       | 136224107           
2002       | 2004       | 159655420           
2002       | 2005       | 214171969           
2002       | 2006       | 270762440           
2002       | 2007       | 333970286           
2003       | 1998       | 29620358            
2003       | 1999       | 38221201            
2003       | 2000       | 55571382            
2003       | 2001       | 83001474            
2003       | 2002       | 136224107           
2003       | 2003       | 201762675           
2003       | 2004       | 230128173           
2003       | 2005       | 308190033           
2003       | 2006       | 390399976           
2003       | 2007       | 481985952           
2003       | 2008       | 608173601           
2004       | 1999       | 44739878            
2004       | 2000       | 65199720            
2004       | 2001       | 98056049            
2004       | 2002       | 159655420           
2004       | 2003       | 230128173           
2004       | 2004       | 276633251           
2004       | 2005       | 371665210           
2004       | 2006       | 473765797           
2004       | 2007       | 587279479           
2004       | 2008       | 740514852           
2004       | 2009       | 918514811           
2005       | 2000       | 86957069            
2005       | 2001       | 131343883           
2005       | 2002       | 214171969           
2005       | 2003       | 308190033           
2005       | 2004       | 371665210           
2005       | 2005       | 508726781           
2005       | 2006       | 647786429           
2005       | 2007       | 803863897           
2005       | 2008       | 1010701202          
2005       | 2009       | 1251177935          
2005       | 2010       | 1458477434          
2006       | 2001       | 165289686           
2006       | 2002       | 270762440           
2006       | 2003       | 390399976           
2006       | 2004       | 473765797           
2006       | 2005       | 647786429           
2006       | 2006       | 839527552           
2006       | 2007       | 1045091376          
2006       | 2008       | 1313514465          
2006       | 2009       | 1626421520          
2006       | 2010       | 1893322670          
2006       | 2011       | 2411666609          
2007       | 2002       | 333970286           
2007       | 2003       | 481985952           
2007       | 2004       | 587279479           
2007       | 2005       | 803863897           
2007       | 2006       | 1045091376          
2007       | 2007       | 1318678046          
2007       | 2008       | 1658771368          
2007       | 2009       | 2054851921          
2007       | 2010       | 2389707990          
2007       | 2011       | 3047791675          
2007       | 2012       | 3674066037          
2008       | 2003       | 608173601           
2008       | 2004       | 740514852           
2008       | 2005       | 1010701202          
2008       | 2006       | 1313514465          
2008       | 2007       | 1658771368          
2008       | 2008       | 2109580978          
2008       | 2009       | 2617244384          
2008       | 2010       | 3052794271          
2008       | 2011       | 3896857634          
2008       | 2012       | 4698812788          
2008       | 2013       | 6657222473          
2009       | 2004       | 918514811           
2009       | 2005       | 1251177935          
2009       | 2006       | 1626421520          
2009       | 2007       | 2054851921          
2009       | 2008       | 2617244384          
2009       | 2009       | 3272817781          
2009       | 2010       | 3825264657          
2009       | 2011       | 4885529485          
2009       | 2012       | 5887828009          
2009       | 2013       | 8372354809          
2009       | 2014       | 8749767706          
2010       | 2005       | 1458477434          
2010       | 2006       | 1893322670          
2010       | 2007       | 2389707990          
2010       | 2008       | 3052794271          
2010       | 2009       | 3825264657          
2010       | 2010       | 4503251276          
2010       | 2011       | 5749742874          
2010       | 2012       | 6927032310          
2010       | 2013       | 9889484352          
2010       | 2014       | 10360895362         
2010       | 2015       | 11943101586         
2011       | 2006       | 2411666609          
2011       | 2007       | 3047791675          
2011       | 2008       | 3896857634          
2011       | 2009       | 4885529485          
2011       | 2010       | 5749742874          
2011       | 2011       | 7374390331          
2011       | 2012       | 8894172192          
2011       | 2013       | 12704073584         
2011       | 2014       | 13327853205         
2011       | 2015       | 15384657997         
2011       | 2016       | 18853027668         
2012       | 2007       | 3674066037          
2012       | 2008       | 4698812788          
2012       | 2009       | 5887828009          
2012       | 2010       | 6927032310          
2012       | 2011       | 8894172192          
2012       | 2012       | 10794776562         
2012       | 2013       | 15400116812         
2012       | 2014       | 16188483043         
2012       | 2015       | 18759582779         
2012       | 2016       | 23031506160         
2012       | 2017       | 22754878183         
2013       | 2008       | 6657222473          
2013       | 2009       | 8372354809          
2013       | 2010       | 9889484352          
2013       | 2011       | 12704073584         
2013       | 2012       | 15400116812         
2013       | 2013       | 22150402351         
2013       | 2014       | 23338771458         
2013       | 2015       | 26944056717         
2013       | 2016       | 33138413288         
2013       | 2017       | 32638090574         
2013       | 2018       | 40544349163         
2014       | 2009       | 8749767706          
2014       | 2010       | 10360895362         
2014       | 2011       | 13327853205         
2014       | 2012       | 16188483043         
2014       | 2013       | 23338771458         
2014       | 2014       | 24798100863         
2014       | 2015       | 28681525590         
2014       | 2016       | 35453354869         
2014       | 2017       | 34943149750         
2014       | 2018       | 43553324233         
2014       | 2019       | 44703130427         
2015       | 2010       | 11943101586         
2015       | 2011       | 15384657997         
2015       | 2012       | 18759582779         
2015       | 2013       | 26944056717         
2015       | 2014       | 28681525590         
2015       | 2015       | 33505783170         
2015       | 2016       | 41497092788         
2015       | 2017       | 41113348462         
2015       | 2018       | 51358149301         
2015       | 2019       | 52942784762         
2015       | 2020       | 57998553386         
2016       | 2011       | 18853027668         
2016       | 2012       | 23031506160         
2016       | 2013       | 33138413288         
2016       | 2014       | 35453354869         
2016       | 2015       | 41497092788         
2016       | 2016       | 51729441022         
2016       | 2017       | 51339171167         
2016       | 2018       | 64372452092         
2016       | 2019       | 66165063542         
2016       | 2020       | 72825348354         
2016       | 2021       | 66435701576         
2017       | 2012       | 22754878183         
2017       | 2013       | 32638090574         
2017       | 2014       | 34943149750         
2017       | 2015       | 41113348462         
2017       | 2016       | 51339171167         
2017       | 2017       | 51600926750         
2017       | 2018       | 65126975328         
2017       | 2019       | 67415319973         
2017       | 2020       | 74260765400         
2017       | 2021       | 67355935685         
2017       | 2022       | 37369165287         
2018       | 2013       | 40544349163         
2018       | 2014       | 43553324233         
2018       | 2015       | 51358149301         
2018       | 2016       | 64372452092         
2018       | 2017       | 65126975328         
2018       | 2018       | 83019925965         
2018       | 2019       | 86174931651         
2018       | 2020       | 95507126910         
2018       | 2021       | 86615224142         
2018       | 2022       | 48029639867         
2018       | 2023       | 30203568549         
2019       | 2014       | 44703130427         
2019       | 2015       | 52942784762         
2019       | 2016       | 66165063542         
2019       | 2017       | 67415319973         
2019       | 2018       | 86174931651         
2019       | 2019       | 90899833061         
2019       | 2020       | 100258618665        
2019       | 2021       | 90281555281         
2019       | 2022       | 49939143499         
2019       | 2023       | 32005158405         
2019       | 2024       | 1288131147          
2020       | 2015       | 57998553386         
2020       | 2016       | 72825348354         
2020       | 2017       | 74260765400         
2020       | 2018       | 95507126910         
2020       | 2019       | 100258618665        
2020       | 2020       | 111787353917        
2020       | 2021       | 101269432694        
2020       | 2022       | 56160419501         
2020       | 2023       | 36040780832         
2020       | 2024       | 1472498415          
2021       | 2016       | 66435701576         
2021       | 2017       | 67355935685         
2021       | 2018       | 86615224142         
2021       | 2019       | 90281555281         
2021       | 2020       | 101269432694        
2021       | 2021       | 92713228242         
2021       | 2022       | 51744139413         
2021       | 2023       | 32811599135         
2021       | 2024       | 1360120984          
2022       | 2017       | 37369165287         
2022       | 2018       | 48029639867         
2022       | 2019       | 49939143499         
2022       | 2020       | 56160419501         
2022       | 2021       | 51744139413         
2022       | 2022       | 29249989341         
2022       | 2023       | 18267259272         
2022       | 2024       | 762257339           
2023       | 2018       | 30203568549         
2023       | 2019       | 32005158405         
2023       | 2020       | 36040780832         
2023       | 2021       | 32811599135         
2023       | 2022       | 18267259272         
2023       | 2023       | 12351354368         
2023       | 2024       | 509502095           
2024       | 2019       | 1288131147          
2024       | 2020       | 1472498415          
2024       | 2021       | 1360120984          
2024       | 2022       | 762257339           
2024       | 2023       | 509502095           
2024       | 2024       | 21950124            
---------------------------------------------
Total Sum (filtered): 5512623121617
